都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,ＵＲＬ,備考
270008,,大阪府,,住吉高等学校,,,,大阪市阿倍野区北畠２丁目４番１号,,34.6276418,135.5036974,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東住吉高等学校,,,,大阪市平野区平野西２丁目３番７７号,,34.6176078,135.541656,,,,,,,,,,,,耐震性能A
270008,,大阪府,,長吉高等学校,,,,大阪市平野区長吉長原西３丁目１１番３３号,,34.5995324,135.5661982,,,,,,,,,,,,耐震性能A
270008,,大阪府,,平野高等学校,,,,大阪市平野区長吉川辺４丁目２番１１号,,34.588992,135.5702315,,,,,,,,,,,,耐震性能A
270008,,大阪府,,阪南高等学校,,,,大阪市住吉区庭井２丁目１８番８１号,,34.5950765,135.5169904,,,,,,,,,,,,耐震性能A
270008,,大阪府,,教育センター附属高等学校,,,,大阪市住吉区苅田４丁目１番７２号,,34.6015323,135.5214053,,,,,,,,,,,,耐震性能A
270008,,大阪府,,池田高等学校,,,,池田市旭丘２丁目２番１号,,34.8200166,135.448481,,,,,,,,,,,,耐震性能A
270008,,大阪府,,渋谷高等学校,,,,池田市畑４丁目１番１号,,34.8276359,135.4482293,,,,,,,,,,,,耐震性能A
270008,,大阪府,,豊中高等学校,,,,豊中市上野西２丁目５番１２号,,34.7952065,135.4702342,,,,,,,,,,,,耐震性能A
270008,,大阪府,,桜塚高等学校,,,,豊中市中桜塚４丁目１番１号,,34.7822717,135.4719937,,,,,,,,,,,,耐震性能A
270008,,大阪府,,千里青雲高等学校,,,,豊中市新千里南町１丁目５番１号,,34.8045451,135.4877114,,,,,,,,,,,,耐震性能A
270008,,大阪府,,豊島高等学校,,,,豊中市北緑丘３丁目２番１号,,34.8168862,135.4870141,,,,,,,,,,,,耐震性能A
270008,,大阪府,,刀根山高等学校,,,,豊中市刀根山６丁目９番１号,,34.7979817,135.4531324,,,,,,,,,,,,耐震性能A
270008,,大阪府,,能勢高等学校（豊中高等学校能勢分校）,,,,豊能郡能勢町上田尻５８０番地,,34.971619,135.4479718,,,,,,,,,,,,耐震性能A
270008,,大阪府,,箕面高等学校,,,,箕面市牧落４丁目８番６６号,,34.8211449,135.4742521,,,,,,,,,,,,耐震性能A
270008,,大阪府,,箕面東高等学校,,,,箕面市粟生外院５丁目４番６３号,,34.8437776,135.5061543,,,,,,,,,,,,耐震性能A
270008,,大阪府,,春日丘高等学校,,,,茨木市春日２丁目１番２号,,34.8176129,135.5604744,,,,,,,,,,,,耐震性能A
270008,,大阪府,,茨木高等学校,,,,茨木市新庄町１２番１号,,34.8138342,135.5710101,,,,,,,,,,,,耐震性能A
270008,,大阪府,,茨木西高等学校,,,,茨木市紫明園１０番６８号,,34.8120273,135.5500148,,,,,,,,,,,,耐震性能A
270008,,大阪府,,北摂つばさ高等学校,,,,茨木市玉島台２番１５号,,34.8008846,135.5844802,,,,,,,,,,,,耐震性能A
270008,,大阪府,,福井高等学校,,,,茨木市西福井３丁目３３番１１号,,34.8455695,135.5510169,,,,,,,,,,,,耐震性能A
270008,,大阪府,,吹田高等学校,,,,吹田市原町４丁目２４番１４号,,34.7777895,135.5283087,,,,,,,,,,,,耐震性能A
270008,,大阪府,,千里高等学校,,,,吹田市高野台２丁目１７番１号,,34.7991271,135.5151343,,,,,,,,,,,,耐震性能A
270008,,大阪府,,吹田東高等学校,,,,吹田市青葉丘南１６番１号,,34.8038932,135.54672,,,,,,,,,,,,耐震性能A
270008,,大阪府,,北千里高等学校,,,,吹田市藤白台５丁目６番１号,,34.828477,135.5064332,,,,,,,,,,,,耐震性能A
270008,,大阪府,,山田高等学校,,,,吹田市山田東３丁目２８番１号,,34.8019699,135.5287531,,,,,,,,,,,,耐震性能A
270008,,大阪府,,三島高等学校,,,,高槻市今城町２７番１号,,34.8468638,135.5974621,,,,,,,,,,,,耐震性能A
270008,,大阪府,,高槻北高等学校,,,,高槻市別所本町３６番３号,,34.8651013,135.6254214,,,,,,,,,,,,耐震性能A
270008,,大阪府,,芥川高等学校,,,,高槻市浦堂１丁目１２番１号,,34.8624149,135.6008064,,,,,,,,,,,,耐震性能A
270008,,大阪府,,阿武野高等学校,,,,高槻市氷室町３丁目３８番１号,,34.8484663,135.5864221,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大冠高等学校,,,,高槻市大塚町４丁目５０番１号,,34.8197227,135.6296042,,,,,,,,,,,,耐震性能A
270008,,大阪府,,摂津高等学校,,,,摂津市学園町１丁目５番１号,,34.78677,135.560351,,,,,,,,,,,,耐震性能A
270008,,大阪府,,島本高等学校,,,,三島郡島本町桜井台１５番１号,,34.8808747,135.6564814,,,,,,,,,,,,耐震性能A
270008,,大阪府,,四條畷高等学校,,,,四條畷市雁屋北町１番１号,,34.7353748,135.6357265,,,,,,,,,,,,耐震性能A
270008,,大阪府,,寝屋川高等学校,,,,寝屋川市本町１５番６４号,,34.7647783,135.6261617,,,,,,,,,,,,耐震性能A
270008,,大阪府,,北かわち皐が丘高等学校,,,,寝屋川市寝屋北町１番１号,,34.7736309,135.6552056,,,,,,,,,,,,耐震性能A
270008,,大阪府,,西寝屋川高等学校,,,,寝屋川市葛原２丁目１９番１号,,34.7710314,135.6022739,,,,,,,,,,,,耐震性能A
270008,,大阪府,,枚方高等学校,,,,枚方市大垣内町３丁目１６番１号,,34.8098218,135.6547058,,,,,,,,,,,,耐震性能A
270008,,大阪府,,長尾高等学校,,,,枚方市長尾家具町５丁目１番１号,,34.8376093,135.7027227,,,,,,,,,,,,耐震性能A
270008,,大阪府,,牧野高等学校,,,,枚方市南船橋１丁目１１番１号,,34.8468726,135.6793016,,,,,,,,,,,,耐震性能A
270008,,大阪府,,香里丘高等学校,,,,枚方市東中振２丁目１８番１号,,34.795481,135.640251,,,,,,,,,,,,耐震性能A
270008,,大阪府,,枚方なぎさ高等学校,,,,枚方市磯島元町２０番１号,,34.824298,135.6478179,,,,,,,,,,,,耐震性能A
270008,,大阪府,,枚方津田高等学校,,,,枚方市津田北町２丁目５０番１号,,34.8124424,135.7034469,,,,,,,,,,,,耐震性能A
270008,,大阪府,,守口東高等学校,,,,守口市八雲中町２丁目１番３２号,,34.7450948,135.5679309,,,,,,,,,,,,耐震性能A
270008,,大阪府,,門真西高等学校,,,,門真市柳田町２９番１号,,34.7289603,135.5910945,,,,,,,,,,,,耐震性能A
270008,,大阪府,,緑風冠高等学校,,,,大東市深野４丁目１２番１号,,34.7176422,135.6300402,,,,,,,,,,,,耐震性能A
270008,,大阪府,,野崎高等学校,,,,大東市寺川１丁目２番１号,,34.7090743,135.6408924,,,,,,,,,,,,耐震性能A
270008,,大阪府,,交野高等学校,,,,交野市寺南野１０番１号,,34.7810953,135.688802,,,,,,,,,,,,耐震性能A
270008,,大阪府,,布施高等学校,,,,東大阪市下小阪３丁目１４番２１号,,34.6617873,135.5878007,,,,,,,,,,,,耐震性能A
270008,,大阪府,,花園高等学校,,,,東大阪市花園東町３丁目１番２５号,,34.6583147,135.6234688,,,,,,,,,,,,耐震性能A
270008,,大阪府,,みどり清朋高等学校,,,,東大阪市池島町６丁目３番９号,,34.6457954,135.6267411,,,,,,,,,,,,耐震性能A
270008,,大阪府,,かわち野高等学校,,,,東大阪市新庄４丁目１１番９５号,,34.6898584,135.6109428,,,,,,,,,,,,耐震性能A
270008,,大阪府,,布施北高等学校,,,,東大阪市荒本西１丁目２番７２号,,34.6722307,135.6009543,,,,,,,,,,,,耐震性能A
270008,,大阪府,,山本高等学校,,,,八尾市山本町北１丁目１番４４号,,34.6344968,135.6185067,,,,,,,,,,,,耐震性能A
270008,,大阪府,,八尾高等学校,,,,八尾市高町１番７４号,,34.623744,135.5951446,,,,,,,,,,,,耐震性能A
270008,,大阪府,,八尾北高等学校,,,,八尾市萱振町７丁目４２番,,34.6428429,135.6041676,,,,,,,,,,,,耐震性能A
270008,,大阪府,,生野高等学校,,,,松原市新堂１丁目５５２番地,,34.5721576,135.5536529,,,,,,,,,,,,耐震性能A
270008,,大阪府,,松原高等学校,,,,松原市三宅東３丁目４番１号,,34.5909387,135.5619818,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大塚高等学校,,,,松原市西大塚２丁目１００５番地,,34.5694293,135.5665791,,,,,,,,,,,,耐震性能A
270008,,大阪府,,柏原東高等学校,,,,柏原市大字高井田１０１５番地,,34.5750921,135.6468469,,,,,,,,,,,,耐震性能A
270008,,大阪府,,河南高等学校,,,,富田林市錦ヶ丘町１番１５号,,34.4992977,135.59147,,,,,,,,,,,,耐震性能A
270008,,大阪府,,富田林高等学校,,,,富田林市谷川町４番３０号,,34.4978564,135.5986476,,,,,,,,,,,,耐震性能A
270008,,大阪府,,金剛高等学校,,,,富田林市藤沢台２丁目１番１号,,34.5039971,135.5739123,,,,,,,,,,,,耐震性能A
270008,,大阪府,,懐風館高等学校,,,,羽曳野市大黒７７６番地,,34.5394764,135.6222912,,,,,,,,,,,,耐震性能A
270008,,大阪府,,長野高等学校,,,,河内長野市原町２丁目１番１号,,34.459769,135.5636072,,,,,,,,,,,,耐震性能A
270008,,大阪府,,長野北高等学校,,,,河内長野市木戸東町３番１号,,34.4737995,135.5721385,,,,,,,,,,,,耐震性能A
270008,,大阪府,,藤井寺高等学校,,,,藤井寺市津堂３丁目５１６番地,,34.5831927,135.5832389,,,,,,,,,,,,耐震性能A
270008,,大阪府,,美原高等学校,,,,堺市美原区平尾２３４番１号,,34.535869,135.5659997,,,,,,,,,,,,耐震性能A
270008,,大阪府,,狭山高等学校,,,,大阪狭山市半田４丁目１５１０番,,34.4953452,135.550282,,,,,,,,,,,,耐震性能A
270008,,大阪府,,登美丘高等学校,,,,堺市東区西野５１番地,,34.5192077,135.5400326,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉陽高等学校,,,,堺市堺区車之町東３丁２番１号,,34.5802068,135.4799706,,,,,,,,,,,,耐震性能A
270008,,大阪府,,三国丘高等学校,,,,堺市堺区南三国ヶ丘町２丁２番３６号,,34.5732723,135.4877812,,,,,,,,,,,,耐震性能A
270008,,大阪府,,鳳高等学校,,,,堺市西区原田１５０番地,,34.5174085,135.4591727,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉北高等学校,,,,堺市南区若松台３丁２番２号,,34.4904075,135.5013949,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺東高等学校,,,,堺市南区晴美台１丁１番２号,,34.4994038,135.534339,,,,,,,,,,,,耐震性能A
270008,,大阪府,,金岡高等学校,,,,堺市北区金岡町２６５１番地,,34.5538481,135.5272043,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東百舌鳥高等学校,,,,堺市中区土塔町２３７７番５号,,34.5353784,135.5126506,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺西高等学校,,,,堺市南区桃山台４丁１６番,,34.4953629,135.4845196,,,,,,,,,,,,耐震性能A
270008,,大阪府,,福泉高等学校,,,,堺市西区太平寺３２３番地,,34.5048016,135.4805446,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺上高等学校,,,,堺市西区上６１番地,,34.5240162,135.4688233,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉大津高等学校,,,,泉大津市北豊中町１丁目１番１号,,34.4980686,135.422523,,,,,,,,,,,,耐震性能A
270008,,大阪府,,伯太高等学校,,,,和泉市伯太町２丁目４番１１号,,34.4909283,135.4329193,,,,,,,,,,,,耐震性能A
270008,,大阪府,,信太高等学校,,,,和泉市葛の葉町３８７番２号,,34.512701,135.4332411,,,,,,,,,,,,耐震性能A
270008,,大阪府,,高石高等学校,,,,高石市千代田６丁目１２番１号,,34.5195225,135.4218765,,,,,,,,,,,,耐震性能A
270008,,大阪府,,和泉高等学校,,,,岸和田市土生町１丁目２番１号,,34.4532757,135.3821933,,,,,,,,,,,,耐震性能A
270008,,大阪府,,岸和田高等学校,,,,岸和田市岸城町１０番１号　,,34.4580882,135.3720921,,,,,,,,,,,,耐震性能A
270008,,大阪府,,久米田高等学校,,,,岸和田市額原町１１００番地,,34.4619982,135.3976268,,,,,,,,,,,,耐震性能A
270008,,大阪府,,佐野高等学校,,,,泉佐野市市場東２丁目３９８,,34.4061086,135.3238982,,,,,,,,,,,,耐震性能A
270008,,大阪府,,日根野高等学校,,,,泉佐野市日根野２３７２番１号,,34.3910723,135.338763,,,,,,,,,,,,耐震性能A
270008,,大阪府,,貝塚高等学校,,,,貝塚市畠中１丁目１番１号,,34.4398362,135.358724,,,,,,,,,,,,耐震性能A
270008,,大阪府,,貝塚南高等学校,,,,貝塚市橋本６２０番地,,34.4219359,135.3675387,,,,,,,,,,,,耐震性能A
270008,,大阪府,,りんくう翔南高等学校,,,,泉南市樽井２丁目３５番５４号,,34.3674701,135.2652168,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉鳥取高等学校,,,,阪南市緑ヶ丘１丁目１番１０号,,34.3393824,135.2589493,,,,,,,,,,,,耐震性能A
270008,,大阪府,,岬高等学校,,,,泉南郡岬町淡輪３２４６,,34.3229483,135.1705348,,,,,,,,,,,,耐震性能A
270008,,大阪府,,園芸高等学校,,,,池田市八王寺２丁目５番１号,,34.8097777,135.433622,,,,,,,,,,,,耐震性能A
270008,,大阪府,,農芸高等学校,,,,堺市美原区北余部５９５番地１,,34.5375283,135.5516893,,,,,,,,,,,,耐震性能A
270008,,大阪府,,西野田工科高等学校,,,,大阪市福島区大開２丁目１７番６２号,,34.693537,135.4696816,,,,,,,,,,,,耐震性能A
270008,,大阪府,,淀川工科高等学校,,,,大阪市旭区太子橋３丁目１番３２号,,34.7366885,135.5602223,,,,,,,,,,,,耐震性能A
270008,,大阪府,,今宮工科高等学校,,,,大阪市西成区出城１丁目１番６号,,34.650001,135.4965359,,,,,,,,,,,,耐震性能A
270008,,大阪府,,成城高等学校,,,,大阪市城東区諏訪３丁目１１番４１号,,34.6820067,135.561381,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東住吉総合高等学校,,,,大阪市平野区喜連西２丁目１１番６６号,,34.6137802,135.544644,,,,,,,,,,,,耐震性能A
270008,,大阪府,,茨木工科高等学校,,,,茨木市春日５丁目６番４１号,,34.8252514,135.5637937,,,,,,,,,,,,耐震性能A
270008,,大阪府,,城東工科高等学校,,,,東大阪市西鴻池町２丁目５番３３号,,34.6986135,135.5942971,,,,,,,,,,,,耐震性能A
270008,,大阪府,,布施工科高等学校,,,,東大阪市宝持３丁目７番５号,,34.6544183,135.5919474,,,,,,,,,,,,耐震性能A
270008,,大阪府,,藤井寺工科高等学校,,,,藤井寺市御舟町１０番１号,,34.5728774,135.6014261,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺工科高等学校,,,,堺市堺区大仙中町１２番１号,,34.5624542,135.476709,,,,,,,,,,,,耐震性能A
270008,,大阪府,,和泉総合高等学校,,,,和泉市富秋町１丁目１４番４号,,34.5039603,135.4321844,,,,,,,,,,,,耐震性能A
270008,,大阪府,,佐野工科高等学校,,,,泉佐野市高松東１丁目３番５０号,,34.4066131,135.3167903,,,,,,,,,,,,耐震性能A
270008,,大阪府,,門真なみはや高等学校,,,,門真市島頭４丁目９番１号,,34.7285458,135.6097627,,,,,,,,,,,,耐震性能A
270008,,大阪府,,枚岡樟風高等学校,,,,東大阪市鷹殿町１８番１号,,34.6688379,135.6363702,,,,,,,,,,,,耐震性能A
270008,,大阪府,,芦間高等学校,,,,守口市外島町１番４３号,,34.7411276,135.5633551,,,,,,,,,,,,耐震性能A
270008,,大阪府,,八尾翠翔高等学校,,,,八尾市神宮寺３丁目１０７番地,,34.6006756,135.6279266,,,,,,,,,,,,耐震性能A
270008,,大阪府,,港南造形高等学校,,,,大阪市住之江区南港東２丁目５番７２号,,34.6130164,135.4417652,,,,,,,,,,,,耐震性能A
270008,,大阪府,,槻の木高等学校,,,,高槻市城内町２番１３号,,34.8429561,135.6209408,,,,,,,,,,,,耐震性能A
270008,,大阪府,,成美高等学校,,,,堺市南区城山台４丁１番１号,,34.463073,135.4872662,,,,,,,,,,,,耐震性能A
270008,,大阪府,,桃谷高等学校,,,,大阪市生野区勝山南３丁目１番４号,,34.6535093,135.533194,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪南視覚支援学校,,,,大阪市住吉区山之内１丁目１０番１２号,,34.6006736,135.5028785,,,,,,,,,,,,耐震性能A
270008,,大阪府,,生野聴覚支援学校,,,,大阪市生野区桃谷１丁目２番１号,,34.6616304,135.5300413,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺聴覚支援学校,,,,堺市北区百舌鳥陵南町１丁,,34.5481044,135.4886609,,,,,,,,,,,,耐震性能A
270008,,大阪府,,堺支援学校,,,,堺市堺区東上野芝町１丁７１,,34.5550057,135.4837632,,,,,,,,,,,,耐震性能A
270008,,大阪府,,茨木支援学校,,,,茨木市西福井４丁目５番５号,,34.849079,135.5490168,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東大阪支援学校,,,,東大阪市中石切町３丁目１１番２７号,,34.6858548,135.638581,,,,,,,,,,,,耐震性能A
270008,,大阪府,,岸和田支援学校,,,,岸和田市土生町５丁目９番１号,,34.4456113,135.3827618,,,,,,,,,,,,耐震性能A
270008,,大阪府,,藤井寺支援学校,,,,藤井寺市川北２丁目５番２３号,,34.5865622,135.612579,,,,,,,,,,,,耐震性能A
270008,,大阪府,,交野支援学校,,,,交野市寺４丁目８３１番,,34.7844307,135.6946158,,,,,,,,,,,,耐震性能A
270008,,大阪府,,箕面支援学校,,,,箕面市船場東３丁目１５番１号,,34.8246864,135.4965525,,,,,,,,,,,,耐震性能A
270008,,大阪府,,中津支援学校,,,,大阪市北区中津２丁目２番２２号,,34.7134311,135.4969221,,,,,,,,,,,,耐震性能A
270008,,大阪府,,高槻支援学校,,,,高槻市富田町１丁目３３番１７号,,34.8340874,135.5884329,,,,,,,,,,,,耐震性能A
270008,,大阪府,,八尾支援学校,,,,八尾市上之島町南７丁目６,,34.6352326,135.6279582,,,,,,,,,,,,耐震性能A
270008,,大阪府,,富田林支援学校,,,,富田林市大字甘南備２１６番地,,34.4534128,135.5966842,,,,,,,,,,,,耐震性能A
270008,,大阪府,,佐野支援学校,,,,泉佐野市日根野３７５番地,,34.3822981,135.3465468,,,,,,,,,,,,耐震性能A
270008,,大阪府,,豊中支援学校,,,,豊中市北緑丘２丁目７番１号,,34.8184144,135.4806411,,,,,,,,,,,,耐震性能A
270008,,大阪府,,寝屋川支援学校,,,,寝屋川市寝屋川公園２１００番地,,34.7631257,135.6546575,,,,,,,,,,,,耐震性能A
270008,,大阪府,,和泉支援学校,,,,和泉市池上町２丁目４番６号,,34.4966362,135.4283166,,,,,,,,,,,,耐震性能A
270008,,大阪府,,守口支援学校,,,,守口市南寺方東通５丁目２番２号,,34.7209277,135.5791583,,,,,,,,,,,,耐震性能A
270008,,大阪府,,吹田支援学校,,,,吹田市芳野町１３番１２０号,,34.7561668,135.4884893,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉北高等支援学校,,,,堺市南区原山台２丁６番地,,34.4826731,135.4893959,,,,,,,,,,,,耐震性能A
270008,,大阪府,,刀根山支援学校,,,,豊中市刀根山５丁目１番１号,,34.7941272,135.4541141,,,,,,,,,,,,耐震性能A
270008,,大阪府,,羽曳野支援学校,,,,羽曳野市はびきの３丁目７番１号,,34.547963,135.5891311,,,,,,,,,,,,耐震性能A
270008,,大阪府,,だいせん聴覚高等支援学校,,,,堺市堺区大仙町１番１号,,34.5655288,135.4828084,,,,,,,,,,,,耐震性能A
270008,,大阪府,,たまがわ高等支援学校,,,,東大阪市稲葉２丁目３番２５号,,34.6701645,135.6182414,,,,,,,,,,,,耐震性能A
270008,,大阪府,,交野支援学校四條畷校,,,,四條畷市大字砂５１０番地,,34.7478233,135.6342191,,,,,,,,,,,,耐震性能A
270008,,大阪府,,摂津支援学校・とりかい高等支援学校,,,,摂津市鳥飼上１丁目１番１５号,,34.7854042,135.6000316,,,,,,,,,,,,耐震性能A
270008,,大阪府,,泉南支援学校　すながわ高等支援学校,,,,泉南市信達牧野４０－１,,34.356457,135.280752,,,,,,,,,,,,耐震性能A
270008,,大阪府,,枚方支援学校　むらの高等支援学校,,,,枚方市村野西町60番1号,,34.799669,135.664646,,,,,,,,,,,,耐震性能A
270008,,大阪府,,西浦支援学校,,,,羽曳野市西浦2丁目1797,,34.54453,135.605573,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪北視覚支援学校,,,,大阪市東淀川区豊里７丁目５番２６号,,34.742911,135.5421,,,,,,,,,,,,耐震性能A
270008,,大阪府,,中央聴覚支援学校,,,,大阪市中央区上町１丁目１９番３１号,,34.677245,135.522117,,,,,,,,,,,,耐震性能A
270008,,大阪府,,思斉支援学校,,,,大阪市旭区大宮５丁目１１番７号,,34.73051,135.548491,,,,,,,,,,,,耐震性能A
270008,,大阪府,,難波支援学校・なにわ高等支援学校,,,,大阪市浪速区木津川２丁目３番３０号,,34.659044,135.48359,,,,,,,,,,,,耐震性能A
270008,,大阪府,,生野支援学校,,,,大阪市生野区巽東４丁目２番４７号,,34.648465,135.559355,,,,,,,,,,,,耐震性能A
270008,,大阪府,,住之江支援学校,,,,大阪市住之江区緑木１丁目４番１６７号,,34.619949,135.474445,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東淀川支援学校,,,,大阪市東淀川区東中島３丁目５番２２号,,34.731075,135.504853,,,,,,,,,,,,耐震性能A
270008,,大阪府,,光陽支援学校,,,,大阪市旭区新森６丁目８番２１号,,34.717872,135.563813,,,,,,,,,,,,耐震性能A
270008,,大阪府,,西淀川支援学校,,,,大阪市西淀川区大和田２丁目５番７７号,,34.703802,135.442345,,,,,,,,,,,,耐震性能A
270008,,大阪府,,平野支援学校,,,,大阪市平野区長吉川辺３丁目４番１１５号,,34.598727,135.577145,,,,,,,,,,,,耐震性能A
270008,,大阪府,,東住吉支援学校,,,,大阪市東住吉区矢田５丁目１番２２号,,34.601896,135.52804,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営東三国２丁目住宅,,,,大阪市淀川区東三国２丁目,,34.744813,135.501369,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営瓜破西住宅,,,,大阪市平野区瓜破西１丁目,,34.6057402,135.5472887,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営浅香山住宅,,,,堺市北区東浅香山町３丁,,34.585242,135.5109197,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営八田荘住宅,,,,堺市中区宮園町,,34.52749,135.4932261,,,,,,,,,,,,耐震性能C
270008,,大阪府,,大阪府営金岡東第３住宅,,,,堺市北区新金岡町３丁,,34.5740762,135.5195332,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営金岡東第５住宅,,,,堺市北区新金岡町４丁,,34.5679451,135.5204129,,,,,,,,,,,,耐震性能B
270008,,大阪府,,大阪府営金岡東第６住宅,,,,堺市北区新金岡町３丁,,34.5709135,135.519619,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営八田西町住宅,,,,堺市中区八田西町２丁,,34.5219124,135.4809898,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営深井沢町住宅,,,,堺市中区深井沢町,,34.5286478,135.5040494,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺高松住宅,,,,堺市東区高松,,34.5308488,135.5372572,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺戎島住宅,,,,堺市堺区戎島町１丁,,34.5836164,135.472337,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営百舌鳥梅町住宅,,,,堺市北区百舌鳥梅町３丁,,34.5479374,135.5020437,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営金岡南住宅,,,,堺市北区金岡町,,34.5623172,135.5197692,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営深井中町住宅,,,,堺市中区深井中町,,34.5381801,135.4947778,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺草部住宅,,,,堺市西区草部,,34.519119,135.4741716,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺白鷺東住宅,,,,堺市北区金岡町,,34.5500971,135.5166578,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺浜寺住宅,,,,堺市西区浜寺船尾町西４丁,,34.5452255,135.4533618,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺福田住宅,,,,堺市中区福田,,34.5234063,135.5241573,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺大美野住宅,,,,堺市東区大美野,,34.5321587,135.5260973,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺東陶器住宅,,,,堺市中区福田,,34.5200602,135.5273004,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺寺地住宅,,,,堺市堺区寺地町西２丁,,34.5748725,135.4679851,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺南長尾住宅,,,,堺市北区南長尾町３丁・４丁,,34.572592,135.499942,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺大浜南町住宅,,,,堺市堺区大浜南町２丁,,34.5742501,135.4603522,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺新金岡２丁３番住宅,,,,堺市北区新金岡町２丁,,34.574209,135.512345,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺新金岡２丁６番住宅,,,,堺市北区新金岡町２丁,,34.573785,135.515456,,,,,,,,,,,,耐震性能A
270008,,大阪府,,大阪府営堺新金岡３丁８番住宅,,,,堺市北区新金岡町３丁,,34.5742,135.521293,,,,,,,,,,,,耐震性能A
